date,day_of_week,start_time,end_time,location,speaker,affiliation,theme,track_x,recommended,time_for_row,orig_time_if_moved,is_moderator,has_room_conflict,is_general_event
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Third Floor: Boston University,Lee Gatiss,Greystone Theological Institute,"Bishop Bull’s Defence of the Nicene Faith (1685) ",Puritan Theology in Post-Reformation Context,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Third Floor: Harvard,Phillip Marshall,Houston Christian University,Moderator,Septuagint Studies,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,8:55 AM,Copley Place - Third Floor: Harvard,Myrto Theocharous,"Greek Bible College, Athens",Synopsis,Septuagint Studies,False,8:30 AM,,False,False,
November 19th,Wednesday,8:55 AM,9:20 AM,Copley Place - Third Floor: Harvard,Mark Gignilliat,Beeson Divinity School,OT Perspective,Septuagint Studies,False,8:30 AM,8:55 AM,False,False,
November 19th,Wednesday,9:30 AM,9:55 AM,Copley Place - Third Floor: Harvard,Andy Naselli,Bethlehem College and Seminary,NT Perspective,Septuagint Studies,False,9:20 AM,9:30 AM,False,False,
November 19th,Wednesday,9:55 AM,10:20 AM,Copley Place - Third Floor: Harvard,D. Blair Smith,Reformed Theological Seminary,Patristic Perspective,Septuagint Studies,False,10:10 AM,9:55 AM,False,False,
November 19th,Wednesday,10:30 AM,10:55 AM,Copley Place - Third Floor: Harvard,Steven Duby,Phoenix Seminary,Theological Perspective,Septuagint Studies,False,10:30 AM,,False,False,
November 19th,Wednesday,10:55 AM,11:40 AM,Copley Place - Third Floor: Harvard,A Panel Discussion on The Authority of the Septuagint,,,Septuagint Studies,,11:00 AM,10:55 AM,False,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Sheraton - Second Floor: Back Bay Ballroom A,Steve Porter,,"(Westmont College) Complicating the History of the Protestant Spiritual Formation Movement",Spiritual Formation/Sanctiﬁcation,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Sheraton - Second Floor: Back Bay Ballroom A,Lisa Igram,Biola University,A Sabbath Way of Life: Marva Dawn and the Gladness of Life Together in God,Spiritual Formation/Sanctiﬁcation,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Sheraton - Second Floor: Back Bay Ballroom A,Eric Brown*,Boston University,Rooted and Grounded in Love: Our Need for Howard Thurman in the Present Climate,Spiritual Formation/Sanctiﬁcation,,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Sheraton - Second Floor: Back Bay Ballroom A,Glen Scorgie,Bethel Seminary,A. W. Tozer and the Renewal of the Mystical Dimension in Evangelical Spirituality,Spiritual Formation/Sanctiﬁcation,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Third Floor: MIT,Kegan Shaw,Anderson University,Moderator,Evangelical Philosophical Society,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Third Floor: MIT,Mike Woundy,Southeastern Baptist Theological Seminary,Thou Shalt Bear True Witness: Divine Simplicity and Disappearing Truthbearers,Evangelical Philosophical Society,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Third Floor: MIT,Ryan Peterson,"Talbot School of Theology, Biola University","One Person, Two Ways of Being",Evangelical Philosophical Society,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Third Floor: MIT,P. Roger Turner,Walters State Community College,Omniscience as Power,Evangelical Philosophical Society,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Third Floor: MIT,R. Scott Smith,Talbot School of Theology,Craig’s Anti-Platonism and Implications for God's Nature and Existence,Evangelical Philosophical Society,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Yarmouth,James S. Spiegel,Kalos Center for Christian Education and Spiritual Formation,Life Before Conception: A Case for Premortal Existence of the Soul,Evangelical Philosophical Society,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Yarmouth,Alex Oakley,New Orleans Baptist Theological Seminary,Hylomorphism’s Problem of Individuation,Evangelical Philosophical Society,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Yarmouth,Tyler Bauer,Palm Beach Atlantic University/ Christ College,Are Transhumanists Actually Dualists? Patternism’s Ghost in the Machine,Evangelical Philosophical Society,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Yarmouth,Joshua Lee Harris,The King's University,"Scotus was an Ontological Pluralist, Too",Evangelical Philosophical Society,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Third Floor: Suﬀolk,Rich Day,New Orleans Baptist Theological Seminary/ Ratio Christi,Moderator,Evangelical Philosophical Society,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Third Floor: Suﬀolk,Ronnie Campbell,Liberty University,"The Trinity, Divine Simplicity, and the Identity Thesis",Evangelical Philosophical Society,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Third Floor: Suﬀolk,Kirk R. MacGregor,McPherson College,A New Natural Theological Argument for the Trinity,Evangelical Philosophical Society,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Third Floor: Suﬀolk,Drew Smith,Southwestern Baptist Theological Seminary,A Trinitarian Argument Against Modalized Essence,Evangelical Philosophical Society,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Third Floor: Suﬀolk,Eli Haitov,Israel College of the Bible,"Andrew Ter Ern Loke (Hong Kong Baptist University) A New Hilbert’s Hotel Argument Against Past-Eternalism ",Evangelical Philosophical Society,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - First Floor: Boylston,Gary D. Urie,Veritas International University,Moderator,Near East Archaeological Society,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - First Floor: Boylston,Ralph K. Hawkins,Averett University,Khirbet el-Mastarah and other Enclosure Sites in the Jordan Valley,Near East Archaeological Society,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - First Floor: Boylston,David Ben-Shlomo,Ariel University,The Fortiﬁed Biblical Site of Aujah el-Foqa in the Jordan Valley,Near East Archaeological Society,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - First Floor: Boylston,David Ben-Shlomo,Ariel University,Biblical Hebron: Archaeological Remains from the First and Second Temple Periods,Near East Archaeological Society,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - First Floor: Boylston,Robert Smith,Mid-Atlantic Christian University,The Nicene Creed and Special Baptismal Facilities in the Pilgrimage Structures of Abila and Gerasa During Late Antiquity,Near East Archaeological Society,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Kevin L. Hester,Welch College and Divinity School,Moderator,Creedal Christianity,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,E. Jerome Van Kuiken,Oklahoma Wesleyan University,The Inﬂuence of Pearson’s Exposition of the Creed on the Wesleys: An Analysis with Application,Creedal Christianity,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Logan Prettyman,The Southern Baptist Theological Seminary,Deiﬁcation through Imitation: Mimesis in the Vita Antonii,Creedal Christianity,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Andrew P. Slay,New Orleans Baptist Theological Seminary,"With Arms Wide Open: How The Apostle’s Creed Helps Gen Z Embrace Historic Christianity ",Creedal Christianity,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon A,Justin McLendon,Grand Canyon University,Sursum Corda: The Nicene Creed in Worship and Formation,Creedal Christianity,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fourth Floor: Falmouth,Caleb Adams Lindgren,Trinity Evangelical Divinity School,Moderator,Creedal Christianity,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Falmouth,Chris Bolt,Reformed Baptist Institute,"The Spirit Who Overshadows: Life, Holiness, and Incarnation in Nicene Perspective",Creedal Christianity,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Falmouth,Binu C. Paul,Kerala Baptist Bible College and Seminary,“From the Father Through the Son”: Interpreting the Procession of the Holy Spirit in John 15:26,Creedal Christianity,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Falmouth,S. M. S. Cheng,The Southern Baptist Theological Seminary,The Holy Spirit Proceeds Ex Patre Filioque: A Biblical and Theological Reading of John 14-16,Creedal Christianity,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Falmouth,Joshua Rairdan,Dallas Theological Seminary,An Argument Against Evangelicals Including the Filioque Clause When Reciting the Nicene Creed,Creedal Christianity,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Michael J. Stell,Redeemer Classical Christian School,Moderator,Church History,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Timothy Haupt,Midwestern Baptist Theological Seminary,"You Say You Want a Revolution?: John Bunyan, Isaac Backus, and the Theology of Revolution",Church History,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Casey G. McCall,The Southern Baptist Theological Seminary,"“For the Sake of Attaining a Greater Good”: Andrew Fuller’s Pastoral Approach to Politics ",Church History,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Jonathan S. Marko,Cornerstone University,Jonathan Edwards’s Trinity in the Era of John Locke’s Reasonable Christianity,Church History,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon D,Robert Caldwell,Southwestern Baptist Theological Seminary,When Holy Angels Could Fall Away: Jonathan Edwards on Angelic Probation and Final Conﬁrmation,Church History,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Third Floor: Tufts,Timothy Hall,Samford University,"Contrasting Experiences in Samson Occom’s and Nathaniel Whitaker’s English Charity Tour, 1766-1768",History for the Church,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Third Floor: Tufts,Thomas Whittaker,LeTourneau University,"Evangelical Conversion and the Dilemma of the Quakers among the Allegany Senecas, 1815-30",History for the Church,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Third Floor: Tufts,Stephen Presley,"Center for Religion, Culture, and Democracy",History and Theology at Nicaea,History for the Church,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Third Floor: Tufts,John Wilsey,The Southern Baptist Theological Seminary,Religious Freedom: Traditionally Conservative or Classically Liberal?,History for the Church,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fourth Floor: Nantucket,Robert Singer,Church Venture Northwest,Moderator,New Testament,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Nantucket,Chris Trousdale,,"(Midwestern Baptist Theological Seminary) Matthew’s Eunuch’s: A Response to “Trans” Interpretations of Matthew 19:12",New Testament,,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Nantucket,Lauren Lockhart-Collins,Southeastern Baptist Theological Seminary,Matthew 9:18-26: The Nature of the Kingdom as Displayed Through Two Suﬀering Women,New Testament,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Nantucket,Mikel Del Rosario,Moody Bible Institute,Did Jesus Really Say He Was God? Understanding His Claims to Authority in Mark 14:53-65,New Testament,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Nantucket,Jeremy D. Otten,ETF Leuven,"Divorce, Wealth, and the Kingdom of God (Mark 10:1-31): Broadening the Markan Sandwich",New Testament,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Mark Francois,Colorado Christian University,Moderator,Old Testament,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Daniel Graham,Midwestern Baptist Theological Seminary,Context in Translation: The Beneﬁt of Discourse Analysis for Studying LXX Translation Technique,Old Testament,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Danny Hays,Ouachita Baptist University,"The Birth, Adoption, and Egyptian Upbringing of Moses: Literary and Historical Contexts",Old Testament,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Armen Oganessian,Grand Canyon University,"Because of Your Hardness of Heart, Moses Allowed It: Understanding Why the Mosaic Law Sanctions",Old Testament,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fourth Floor: Grand Ballroom Salon K,Mart Jan Luteijn,Evangelical Theology Faculty Leuven,Christian Theology and Old Testament Law: The Case of the Cities of Refuge,Old Testament,False,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fifth Floor: Maine,Sam Nesbitt,Westminster Theological Seminary,Temple-Beauty and Temple-Bodies: Using a Pauline Metaphor towards an Aesthetic Anthropology,Systematic Theology,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fifth Floor: Maine,Nicholas Maricle,Louisiana Christian University,A Theological Defense of Analogical Language,Systematic Theology,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fifth Floor: Maine,Joe Waller,New Orleans Baptist Theological Seminary,A Fear by Any Other Name? Distinguishing the Fear of the Lord from “Synonymous” Values,Systematic Theology,False,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fifth Floor: Maine,Michael Agerbo Mørch,Dansk Bibel-Institut,Hope and the Future of Humanity,Systematic Theology,,11:00 AM,,False,False,
November 19th,Wednesday,8:30 AM,11:40 AM,Copley Place - Fifth Floor: Massachusetts,T. Dale Johnson,Midwestern Baptist Theological Seminary,Moderator,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,,8:30 AM,,True,False,
November 19th,Wednesday,8:30 AM,9:10 AM,Copley Place - Fifth Floor: Massachusetts,Jeremy Pierre,The Southern Baptist Theological Seminary,The Nicene Creed as Model of Theological Method for Biblical Application to Human Personhood,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,False,8:30 AM,,False,False,
November 19th,Wednesday,9:20 AM,10:00 AM,Copley Place - Fifth Floor: Massachusetts,Peter Martin,The Southern Baptist Theological Seminary,Man in Relation to the Trinity: Theological Foundations for Engaging Psychotherapeutic Conditions,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,False,9:20 AM,,False,False,
November 19th,Wednesday,10:10 AM,10:50 AM,Copley Place - Fifth Floor: Massachusetts,John Henderson*,The Southern Baptist Theological Seminary,A Theological Method of Engaging Psychotherapeutic Models,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,,10:10 AM,,False,False,
November 19th,Wednesday,11:00 AM,11:40 AM,Copley Place - Fifth Floor: Massachusetts,Laura-Lee Alford,The Southern Baptist Theological Seminary,"The Nicene Creed and OCD: An Application of Theological Reasoning ",Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,False,11:00 AM,,False,False,
November 19th,Wednesday,11:45 AM,12:45 PM,Copley Place - Fifth Floor: Massachusetts,Lunch,,,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,,11:45 AM,11:45 AM,False,False,True
November 19th,Wednesday,11:45 AM,12:45 PM,Copley Place - First Floor: Boylston,NEAS Member Meeting,,,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,,11:00 AM,11:45 AM,False,False,
November 19th,Wednesday,1:00 PM,1:50 PM,Copley Place - First Floor: Boylston,ETS Plenary Session II,,,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,,11:00 AM,1:00 PM,False,False,
November 19th,Wednesday,2:00 PM,2:50 PM,Copley Place - Fourth Floor: Grand Ballroom Salon EFG,EPS Plenary Session,,,Theological Method in Counseling Practice: The Nicene Creed and Human Personhood,,3:00 PM,2:00 PM,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Third Floor: Regis,Dani Treweek,Anglican Diocese of Sydney,Moderator,Christian Ethics,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Third Floor: Regis,Gregg Allison,The Southern Baptist Theological Seminary,,Christian Ethics,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Third Floor: Regis,Rachel Gilson,Cru/SEBTS,,Christian Ethics,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Third Floor: Regis,Matthew Lee Anderson,Baylor University,,Christian Ethics,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Third Floor: Regis,Response and Dialogue with Rob Smith,Sydney Missionary and Bible College,,Christian Ethics,,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Hyannis,Andy Draycott,"Talbot School of Theology, Biola University",How does The Pilgrim’s Progress oﬀer Creedal Christological Catechesis?,,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Hyannis,Heidi H. Dean,The Southern Baptist Theological Seminary,The Symbolic Worlds of Edwards and Baxter: Imagery & Reformed Realism,,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Hyannis,Joshua Waggener,Southwestern Baptist Theological Seminary,“Captivated by the Music”: Addressing John Newton’s Concerns with Handel’s Messiah,,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Hyannis,Anthony S. G. Baldwin,The Southern Baptist Theological Seminary,"The Serampore Persian Pamphlet: Controversy, Creeds, and the Cross",,
November 19th,Wednesday,3:00 PM,6:10 PM,Sheraton - Second Floor: Back Bay Ballroom C,Ayman Ibrahim,The Southern Baptist Theological Seminary,Moderator,Christianity and Islam: History and Texts,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:30 PM,Sheraton - Second Floor: Back Bay Ballroom C,Rami Halaseh,Harvard University,New Insights into the Canonicity of the Quran,Christianity and Islam: History and Texts,False,3:00 PM,,False,False,
November 19th,Wednesday,3:40 PM,4:10 PM,Sheraton - Second Floor: Back Bay Ballroom C,Daniel Brubaker,Independent,Mapping Quran Textual Variants Before and After Standardization Events,Christianity and Islam: History and Texts,False,3:50 PM,3:40 PM,False,False,
November 19th,Wednesday,4:20 PM,4:50 PM,Sheraton - Second Floor: Back Bay Ballroom C,Adam Dodds,Alphacrucis University College / The Arthur Jeﬀery Centre,The Quran’s Obstructive Similarity with the Bible: An Intertextual Theological Study of Noah,Christianity and Islam: History and Texts,False,4:40 PM,4:20 PM,False,False,
November 19th,Wednesday,5:00 PM,5:30 PM,Sheraton - Second Floor: Back Bay Ballroom C,Hal Nix,The Southern Baptist Theological Seminary,Christian Forgeries or Authentic Pronouncements? A Critical Examination of Muhammad’s Covenants,Christianity and Islam: History and Texts,,4:40 PM,5:00 PM,False,False,
November 19th,Wednesday,5:40 PM,6:10 PM,Sheraton - Second Floor: Back Bay Ballroom C,David Wood*,Independent,When Theologians Rewrite History: The Problem of the Quran’s Satanic Verses,Christianity and Islam: History and Texts,,5:30 PM,5:40 PM,False,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Caleb Adams Lindgren,Trinity Evangelical Divinity School,Heirs of the Apostles: Patristic Inﬂuence on Apostolicity during the Reformation,Early Christian Theology in Protestant Thought,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,George C Evans Jr,Stark College & Seminary,The Spatial Christ: Episcopius’ Indirect Engagement with Divine Presence and Nicene Orthodoxy,Early Christian Theology in Protestant Thought,,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Jesse F. Owens,Welch Divinity School,Baptist and Creedal: Dispelling Common Myths About the English General Baptists,Early Christian Theology in Protestant Thought,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon B,Brannon Ellis,Sola Media,"Not Just What to Believe, But How to Think: The Role of the Creed in Theological Reasoning",Early Christian Theology in Protestant Thought,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fifth Floor: New Hampshire,Chip Hardy,"Beeson Divinity School, Samford University",Moderator,Hebrew Language,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fifth Floor: New Hampshire,Larry Kraskevich,University of Toronto,"New Translation Pathways for יכ: Aligning Biblical Hebrew יכ with Living Languages ",Hebrew Language,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fifth Floor: New Hampshire,Linda Liu,Dallas Theological Seminary,Brian L. Webster (Dallas Theological Seminary) Time Reference in Substantival Participles as Reﬂected in Multi-step Descriptions,Hebrew Language,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fifth Floor: New Hampshire,Kaspars Ozolins,The Southern Baptist Theological Seminary,Building Reading Fluency from the Start: A Program for Beginning Hebrew Students,Hebrew Language,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fifth Floor: New Hampshire,Cooper Smith,Trinity Evangelical Divinity School,Behold! The Focus Particle as an Indicator of Literary Dependence,Hebrew Language,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Provincetown,Jim Hamilton,The Southern Baptist Theological Seminary,Moderator,Johannine Literature,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Provincetown,Catrin H. Williams*,University of Wales Trinity Saint David,John’s Reception of Israel’s Scriptures: Some Recent Trends and New Directions,Johannine Literature,,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Provincetown,Ardel Caneday,University of Northwestern-St. Paul,Jesus Prosecuted by Religious Zealots: Use of Psalm 69 in John’s Gospel,Johannine Literature,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Provincetown,Steven M. Bryan,Trinity Evangelical Divinity School,The House of a Trader: Enacted Fulﬁllment and Early Christian Idol Polemic in John 2,Johannine Literature,False,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Provincetown,Brandon Crowe,Westminster Theological Seminary,Reading John 6 in Light of the Exodus,Johannine Literature,False,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,3:20 PM,Copley Place - First Floor: Tremont,Alvin Padilla*,Gordon-Conwell Theological Seminary,,Latino/a Biblical and Theological Reﬂection Unit,,3:00 PM,,False,False,
November 19th,Wednesday,3:20 PM,3:40 PM,Copley Place - First Floor: Tremont,Michelle Navarrete,Emory University,,Latino/a Biblical and Theological Reﬂection Unit,False,3:00 PM,3:20 PM,False,False,
November 19th,Wednesday,3:50 PM,4:10 PM,Copley Place - First Floor: Tremont,Octavio Esqueda,Talbot School of Theology,,Latino/a Biblical and Theological Reﬂection Unit,False,3:50 PM,,False,False,
November 19th,Wednesday,4:10 PM,4:30 PM,Copley Place - First Floor: Tremont,Nancy Reyes Frazier,Dallas Theological Seminary,,Latino/a Biblical and Theological Reﬂection Unit,False,3:50 PM,4:10 PM,False,False,
November 19th,Wednesday,4:40 PM,5:00 PM,Copley Place - First Floor: Tremont,Juan Sanchez,Grace School of Theology,,Latino/a Biblical and Theological Reﬂection Unit,False,4:40 PM,,False,False,
November 19th,Wednesday,5:00 PM,5:20 PM,Copley Place - First Floor: Tremont,Daniel Montañez,Boston University,,Latino/a Biblical and Theological Reﬂection Unit,,4:40 PM,5:00 PM,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - First Floor: Tremont,Q&A,,,Latino/a Biblical and Theological Reﬂection Unit,,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Dennis Jowers,Faith International University,Moderator,Models of God Study Group,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Craig Hefner*,Covenant School of West Virginia,Søren Kierkegaard on Divine Immutability,Models of God Study Group,,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,David Rathel,Gateway Seminary,"Divine Immutability, Classical Trinitarianism, and the Pactum Salutis",Models of God Study Group,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Cory Brock*,St. Columba's Free Church of Scotland,"",Models of God Study Group,,4:40 PM,,False,False,
November 19th,Wednesday,5:30 PM,6:10 PM,Copley Place - Fourth Floor: Grand Ballroom Salon I,Thomas McCall,Asbury Theological Seminary,The Doctrine of Divine Immutability in Wesleyan Theological Perspective,Models of God Study Group,True,5:30 PM,,False,False,
November 19th,Wednesday,3:00 PM,6:10 PM,Copley Place - Fifth Floor: Maine,Stanley E. Porter,McMaster Divinity College,Moderator,New Testament Greek Language and Exegesis,,3:00 PM,,True,False,
November 19th,Wednesday,3:00 PM,3:40 PM,Copley Place - Fifth Floor: Maine,Adam Wiggins,Midwestern Baptist Theological Seminary,"God, Christ, and the Many Sons: A Linguistic Analysis of Sonship in Hebrews 2 and 12",New Testament Greek Language and Exegesis,False,3:00 PM,,False,False,
November 19th,Wednesday,3:50 PM,4:30 PM,Copley Place - Fifth Floor: Maine,Namhyo Kim,McMaster Divinity College,Revisiting the Kingdom and Priests in Revelation: A Grammatical-Metaphorical Analysis of βασιλεἰα,New Testament Greek Language and Exegesis,False,3:50 PM,,False,False,
November 19th,Wednesday,4:40 PM,5:20 PM,Copley Place - Fifth Floor: Maine,Thorvald Madsen,Midwestern Baptist Theological Seminary,“Everyone Will be Salted with Fire”: Mark 9:49-50 and the Risk of Persecution,New Testament Greek Language and Exegesis,False,4:40 PM,,False,False,
